smiles,LogLD
CCCCCCCCCCCC[N+](CCO)(CCO)Cc1ccccc1,2.686748254
C=CCC1(CCSCCCC)C(=O)N=C(S)NC1=O,2.315505149
Oc1cc(O)cc(Sc2cc(O)cc(O)c2)c1,1.765960178
N#CC(CCN1CCC(C(N)=O)(N2CCCCC2)CC1)(c1ccccc1)c1ccccc1,3.128920013
CCCCNC1CCCCC1,2.672615567
CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,4.68613705
CC(C)CCI,2.143258279
CC(C)NCC(O)c1ccc(O)c(O)c1,2.774590978
CC(N)CC(C)(C)N,2.430758757
C=CCN(CC=C)c1ccc(OC(=O)NC)cc1,3.452962319
CC(C)c1ccc(CO)cc1,2.168130477
CS(=O)(=O)Cl,2.747252606
N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,1.720504866
COc1ccc(N)cc1OC,2.352057788
CCN(CC)c1ccc(C=O)cc1,1.442398919
CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1CC2,2.832378699
C=CC1(C)CCC(C(C)(C)O)O1,2.170394382
CC(C=O)=Cc1ccccc1,1.853160834
O=C(NCc1cccnc1)Nc1ccc([N+](=O)[O-])cc1,4.65683897
CCOP(=O)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1,4.5399576
C=C1CC23CC1(O)CCC2C12C=CC(O)C(C)(C(=O)O1)C2C3C(=O)O,1.740211005
COP(=S)(OC)Oc1ccc(C#N)cc1C,2.711387067
CCCCC(=O)c1ccc(N)cc1,3.324299607
COP(=O)(OC)OC(Br)C(Br)(Br)Br,3.406989792
CC(Cl)(Cl)C(=O)O,1.289072732
COc1ccc(C(OC)C2CCCCC2N2CCCCC2)cc1,3.537918969
c1ccc(OP(Oc2ccccc2)Oc2ccccc2)cc1,2.482315484
CC(CO)CCO,1.280462462
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,4.507969435
CC(C)(C)S,1.280393888
Cc1cc(OC(=O)N(C)C)n(-c2ccccc2)n1,3.597273989
COc1ccccc1C1C(Cl)C(=O)N1c1ccccc1C(=O)O,2.140606235
CCCN(CCC)N=O,2.433339725
CCCC=C1OC(=O)c2ccccc21,2.007507885
CN(C)CCC(c1ccccc1)c1ccccn1,2.664840783
CCCCCOc1c(Br)cc(Br)cc1COCCN(CC)CC,3.110342434
CC(N)C(O)c1ccccc1,2.006391373
CC(C)OP(C)(=S)Oc1cc(Cl)c(Br)cc1Cl,3.714232126
CCN(CC)C(=S)SSC(=S)N(CC)CC,1.854995627
CC1=CC(=C2C(=O)c3ccccc3C2=O)C=CN1CCN1CCCCC1,2.951070876
CC(=O)NC(N)=S,3.373504153
Cc1ccc2[nH]nnc2c1,1.920234235
COc1ccc2c(c1)c(CC(=O)Oc1ccccc1C(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,3.904820065
O=C(O)C(=O)O,1.079345282
CC(=O)O,1.24450137
O=[N+]([O-])c1cc2c(ccc3ccccc32)o1,2.686306384
CCCCSP(=O)(N(C)C)N(C)C,3.0327853
CCCCCCCCCCCCCCCCCCOC(=O)Cc1ccc(N(CCCl)CCCl)cc1,3.422137419
Oc1ccc(Cl)cc1-c1ccccc1,1.766956437
COC(=O)C1C(C)=NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],2.489966306
CCOC(=O)C1C(C)=NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,2.563434749
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,3.143782265
CNC(=O)N(C)c1nnc(C(F)(F)F)s1,2.936546287
CCCCCCCCC(CCCCCC)COc1ccccc1C(N)=O,1.914345079
CCCCN,2.293606078
CCOP(=S)(Cl)OCC,2.148473732
Nc1ccccn1,2.67263808
O=c1nc(O)n(Cl)c(=O)n1Cl,2.212012136
Cc1ccccc1O,1.763540457
C[S+]([O-])CC(=O)c1ccccn1,1.446760022
CCCCBr,1.665932639
CC(C)CO,1.362772011
N#CC1CCCCC1,3.13502128
COc1c(OP(=S)(OC(C)C)OC(C)C)cnn(C)c1=O,4.505602133
CCOC(=O)C(C)Nc1ccc(Cl)c(Cl)c1,1.874458624
O=C1N(Cl)C2C(N1Cl)N(Cl)C(=O)N2Cl,2.114561335
CC(=O)OCCC(C)CCC=C(C)C,1.464826942
CC(C)c1cccc(C(C)C)c1N=C=Nc1c(C(C)C)cccc1C(C)C,2.785594641
CCCCOC(=O)CC(C(=O)OCCCC)P(=O)(OCCCC)OCCCC,1.625782258
c1ccc(N(CCN2CCCCC2)Cc2ccccn2)cc1,2.601222875
c1ccc(-c2cccc(-c3ccccc3)c2)cc1,1.982101554
CN(C)C(CSS(=O)(=O)O)CSS(=O)(=O)O,2.970913423
CC1OC=CC(=O)C1=O,1.883795762
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1Br,1.56300053
CC(COC(=O)c1ccccc1)OC(=O)c1ccccc1,1.903320706
CCCCN1C(=O)c2cccc([N+](=O)[O-])c2C1=O,2.087372226
CCOC(=O)CC(=O)C(F)(F)F,2.33311834
Oc1ccc(Cc2ccc(O)cc2)cc1,1.606939131
CCCCOC(=O)c1ccccc1O,2.057867389
CC1=CC(C)(C)Nc2ccccc21,1.694627759
CC(Cl)COP(=O)(OCC(C)Cl)OCC(C)Cl,2.507985819
NC(=S)Nc1cc(Cl)ccc1Cl,2.867491058
CCCCCCCCCOC(=O)C1=CN=CC(/C(O)=N/C2CCCC2)C1c1ccccc1[N+](=O)[O-],4.684494375
C=CCN(C)N=O,2.469046262
O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1,3.466044201
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)C(OC=O)CC65O)C4)OC3C)OC2C)CC(O)C1O,4.431384702
O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1,2.595830059
CC(=O)OC1C(O)C2OC3C=C(C)C(=O)C(O)C3(CO)C1(C)C21CO1,4.947378574
CCOC(O)C(Cl)(Cl)Cl,2.342101777
O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,2.007636239
CCCCCCC=O,1.294117601
CCC1(CO)CCCN2CCc3c([nH]c4ccccc34)C21,2.374752927
CN(C)CCn1c2ccccc2c(=O)c2c([N+](=O)[O-])cccc21,3.880452459
CCCCCCCCCCCCCCCCOC(=O)Cc1ccc(N(CCCl)CCCl)cc1,3.699486508
COc1ccc(SC#N)c([N+](=O)[O-])c1,1.77414938
CC(Oc1cc(Cl)c(Cl)cc1Cl)C(=O)O,2.496078044
CON(C)C(=O)CC(SP(=S)(OC)OC)C(=O)N(C)OC,4.410649516
COP(=S)(OC)SCSCCOC(N)=O,3.82097129
COP(=S)(NC(C)C)Oc1ccc(Cl)cc1Cl,3.065806477
Cc1ccccc1COC1CC2(C(C)C)CCC1(C)O2,1.780092788
COCCOC(N)=O,1.075941257
CCOC(C)(C)C,1.569704718
O=P1(N(CCCl)CCCl)NCCCO1,3.302845223
C[n+]1cc2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3,2.301991555
CSc1nc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2)n1,2.640167693
O=C(O)C1CSC(c2ccccc2O)N1C(=O)CCS,1.577544462
CCOP(=S)(OCC)OCC[S+]([O-])CC,3.438295466
CC(C)c1ccc2c(c1)CCC1C(C)(C(=O)O)CCCC21C,2.244764534
CCN(CC)c1nc(N(C=NC2CC(C)(C)NC(C)(C)C2)C2CC(C)(C)NC(C)(C)C2)nc(N(C=NC2CC(C)(C)NC(C)(C)C2)C2CC(C)(C)NC(C)(C)C2)n1,2.982430581
C=CCC(CCN(CC)CC)(C(=O)OCC)c1ccccc1,3.181051421
C=CCOC(=O)C=CC(=O)OCC=C,2.815582175
COCC(C)O,1.315543595
O=[N+]([O-])OCCOCCO[N+](=O)[O-],2.354491715
C=COCCO,1.352828727
CC(C)(C)c1cc(Cn2c(=O)n(Cc3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)c(=O)n(Cc3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)c2=O)cc(C(C)(C)C)c1O,2.098419186
CCOC(=O)CCl,2.800515129
OCC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,1.536909993
CCN(CCNC(=O)SCC(C)C)C(=O)SCC(C)C,2.072891263
CC(C1CC1)C(O)(Cn1cncn1)c1ccc(Cl)cc1,2.534109466
O=C1OC2C(O)C(O)OC2C1O,1.245775113
CC(Oc1c(Cl)cccc1Cl)C1=NCCN1,3.568429711
Cc1ccc(C(N)=O)cc1N,1.879292278
CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,2.411945502
CCCCC(CC)C(=O)OOC(C)(C)C,1.335098682
CN1CCC(c2c[nH]c3ccccc23)C1,2.685698373
CC(=O)C(C)C,1.418110743
CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,1.957203017
O=C(O)CS,3.050535362
CNC(=O)Oc1ccccc1C1OCCCO1,3.222927029
O=[N+]([O-])c1ccccc1Cl,2.784135182
CC1CCC(=O)O1,1.056025155
CC(C)(c1ccccc1)c1ccc(Nc2ccc(C(C)(C)c3ccccc3)cc2)cc1,2.168591294
C[N+]1(CC2COC(c3ccccc3)(C3CCCCC3)O2)CCCCC1,2.843486229
Nc1cccc2c3c([nH]c12)CCCC3,2.131812237
Nc1nnc(C=Cc2ccc([N+](=O)[O-])o2)s1,2.103991533
CCC(c1ccccc1)c1noc(CCN(CC)CC)n1,2.312369306
COC(C)CC(OC)OC,2.000592349
CC(=O)CCl,2.911263232
CC=CC=CC(=O)OCCC[Si](OC)(OC)OC,2.062520261
CCOCC(O)COC(C)C,1.335067228
CCCCC(O)C(N)CC,2.421741491
Clc1cccc(Cl)c1,2.269702061
CCC(C)c1ccc(Oc2ccc(C)cc2CC(=O)O)c(Cl)c1,2.477287004
CO[PH](=O)OC,1.541899018
c1ccc(P(C2CCCCC2)C2CCCCC2)cc1,2.524551262
CC1c2cccc(O)c2C(=O)C2C(=O)C3(O)C(=O)C(C(N)=O)C(=O)C(N(C)C)C3C(O)C21,2.417364218
CCCC(C(=O)OCCN(CC)CC)(c1ccccc1)c1ccccc1,2.217983016
CCOC(=O)C=CN(C)C,1.502688043
COc1ccccc1OCC(O)COC(N)=O,2.261880789
CC[N+](C)(C)CCO,1.231884242
OCP(CO)CO,2.843267782
CC(C)=CC1C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,3.072145809
Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O,2.575661818
O=[N+]([O-])c1cccc(O)c1,2.271785415
CCCCCCCCCCO,1.255055803
CC1=CCC(C(C)C)=CC1,1.572005395
CC(=O)C=Cc1ccc2c(c1)OCO2,1.677145955
CCCCOP(=O)(CC)SC,4.761335174
CC1=CCC(O)(C(C)C)CC1,1.741075588
O=C(O)C1=CC(=C(c2ccc(O)c(C(=O)O)c2)c2ccc(O)c(C(=O)O)c2)C=CC1=O,1.671424848
CCOc1ccc(CC2=NCCc3cc(OCC)c(OCC)cc32)cc1OCC,2.866959761
CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,2.35848879
NCCC[Si]12OCCN(CCO1)CCO2,1.602725898
CN1CCN(CCC(O)=NN=Cc2ccc([N+](=O)[O-])o2)CC1,3.013295171
O=C(O)O,1.353069181
Cc1ccc(O)c(C(C)(C)C)c1,1.768342059
c1ccc2[nH]ccc2c1,2.068746
CC(=O)OOC(C)(C)C,1.712517618
CC(=O)OC1CC2CCC3C(CCC4(C)C3CC([N+]3(C)CCCCC3)C4OC(C)=O)C2(C)CC1[N+]1(C)CCCCC1,3.452708501
CC[N+]1(CCOC(=O)C(O)(c2ccccc2)c2ccccc2)CCCCC1,1.903676125
Oc1ccccc1-c1ccccc1,2.13407761
CCNc1nc(NC(C)C(C)C)nc(SC)n1,1.930084334
COP(=S)(OC)Oc1ccc([S+](C)[O-])c(C)c1,3.37193042
CC(=O)OC(C)=O,2.2096384
O=C1CCCC1,1.450672674
Nc1ccc(N=Nc2ccccc2)c(N)c1,2.204644097
S=C=Nc1ccc(N=C=S)cc1,3.961687714
CC(C)=CCO,1.85599337
CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,1.568831518
Cc1ccc2c(c1)c(-c1ccccc1)cn2N(C)CCN(C)C,1.94369374
CC(Cl)CCl,1.736429175
CCCCCCCOCCOCCO,1.841942293
CC(C)CC(C)OC(=O)C=CC(=O)OC(C)CC(C)C,1.588227424
C1CO1,2.340779432
Nc1c(Cl)cc(C(=O)NC2CC2)cc1Cl,3.158910337
CCCC1OP(=S)(Cl)OCC1CC,2.907962837
CN1CCN(CC2C(O)=Nc3ccccc3SC2c2ccccc2)CC1,2.646200522
CCP(=S)(OC)SCN1C(=O)c2ccccc2C1=O,4.64754275
COc1ccc([N+](=O)[O-])cc1N,1.873519519
COP(=S)(OC)SCSc1ccc(Cl)cc1,3.816822457
CCN(CC)Cc1nccn1-c1ccc([N+](=O)[O-])cc1C(=O)c1ccccc1Cl,2.417163603
Cc1ccc2nc3sc(=O)sc3nc2c1,2.208413554
COc1cc2c(cc1OC)C(CCc1ccc(Cl)cc1)N(C)CC2,2.936852903
O=C1N=CC(N(CCCl)CCCl)C(=O)N1,4.851346215
S=C1NCCC(COc2ccccc2)O1,2.006460208
COc1ccc(CC2CN=C(O)N2)cc1OC1CCCC1,2.684790024
CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,2.512814951
COc1ccc(N=NN(C)C)cc1,2.713064268
OCCCCO,1.737083748
CC1OC(OC2C(O)C(O)C(O)C(O)C2O)C(N)CC1NC(=N)C(=O)O,1.595657667
COC(=O)c1ccc(C(=O)OC)cc1,1.570963603
CN(C)CCOCCN(C)C,2.386601955
CCCC(CCC)C(=O)OC1CC2CCC(C1)[N+]2(C)C,2.602749387
C=CC(=O)OC,2.321110886
C=C(C)C(=O)OCc1ccccc1,1.580180574
OCCOCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,2.658389917
O=C(O)CONC(=O)c1ccccc1,1.892481954
O=C(C[S+]([O-])Cc1ccco1)NCC=CCOc1cc(CN2CCCCC2)ccn1,2.538824586
O=C(O)c1cc(I)cc(I)c1I,2.356383129
O=C(Nc1ccc(Cl)cc1)c1cc(Cl)cc(-c2ccc(Cl)cc2)c1O,2.145320297
Cc1c(Cl)cc(-c2ccc(O)nn2)cc1Cl,1.406673841
Nc1ccc(Oc2ccc(N)cc2)cc1,2.441214999
O=C(O)CC(O)C(=O)O,1.245146826
O=C(O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],2.42157871
CN(C)C1CSSSC1,2.968485343
CCOC(C)CO,1.165785504
COc1cc(C)c2c(Oc3cccc(C(F)(F)F)c3)c(OC)cc(NC(C)CCCN)c2n1,3.046956408
CC1CN(CCO)CC1C,2.06612888
CCCCC(C)=O,1.587398888
CC(C)c1cccc(C(C)C)c1N,1.658346511
CCOP(=S)(OCC)SCn1nc(Br)ccc1=O,4.094859945
N#CCc1ccc(Cl)cc1,3.481717738
O=C(O)Cc1ccc2c(c1)OCc1ccccc1C2=O,3.387176186
O=C(O)CNC(=O)c1ccc(Cl)cc1,1.981337048
CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1,2.382059801
C=CC=CC=CCCCCC,1.298163735
ClCCl,1.545261099
O=P(O)(O)OC(=CCl)c1ccc(Cl)cc1Cl,4.368165257
O=C(O)C(Cl)(Cl)Cl,1.742660013
COP(=S)(OC)OC,2.443786204
Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,2.074280008
Oc1ccc(Nc2ccccc2)cc1,1.749188008
COc1ccc(CC(=O)O)cc1,2.030236603
CCCCc1ccn[nH]1,2.387358354
c1ccc2[nH]c(SN3CCCCC3)nc2c1,2.437040162
CCO[Si](CCC#N)(OCC)OCC,1.588411105
OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,2.735080251
NCc1ccc(S(N)(=O)=O)cc1,1.305709706
Clc1ccc(N2CCN(CC=Cc3ccccc3)CC2)nn1,2.814115184
COP(=S)(NC(=S)N(C)CCO)OC,4.332951567
CCOC(CC)(C1=NCC(C)(C)CN1)c1ccc(Cl)cc1,3.726323831
CC(=O)OCc1ccccc1,1.722215957
CC12CC1(C)C(=O)N(c1cc(Cl)cc(Cl)c1)C2=O,1.593197426
CC(C)(C)N(Cl)Cl,2.260282427
CCCCN(CC)N=O,2.534797366
CCCN(CCC)CCC,3.003496908
C=CCSCC=C,1.583499275
Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,2.349092056
C1=CCC=C1,2.767142726
N/C(CNc1ccc(Cl)c(Cl)c1)=N\O,2.980209356
CNC(C)=O,0.988826407
COCCOC,1.224856535
O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,3.358933297
CCC(=O)OCc1ccc(OC)cc1,1.765872077
c1ccc2c(c1)-c1cccc3cccc-2c13,1.76183337
CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n1cncn1,2.603486633
CCOP(=O)(CC)SC,4.563062996
CCOC(=O)C1=CN(C(C)=O)C2CCCC(C)N2C1=O,2.050589732
OCC(Cl)CCl,3.156300066
CNC(=O)ON=C1C2CCC(C2)C1(C)[N+](=O)[O-],4.00225068
O=C(Cl)CCCCCCCCC(=O)Cl,2.776595866
O=C(O)CCCO,1.031147811
CSC(C)=NOC(=O)N(C)SN1CCOCC1,3.425016895
CN(C)CCC#N,1.702966273
Cc1ccc2ccccc2c1,1.940715046
CC(C)(O)c1ccccc1,2.020214623
CC(Cl)(C=O)CCl,1.939694858
O=[N+]([O-])c1ccc(O)cc1,2.862324983
CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CCO,1.912994427
CCCCCCCCCCCO,1.759194269
CC(C)(C)CC(C)(C)N,2.592906531
Nc1ccc(C(=O)c2ccccc2)c(C(=O)O)c1,1.650066361
CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)c1ccccc1,1.524243621
CC=CCCCCCCCC(=O)OC,1.8202146
O=C(O)CCCNS(=O)(=O)c1cccc(C(F)(F)F)c1,1.493109186
C#N,3.431781772
CNC(=N)N/C(O)=N/c1c(C)cccc1C,3.071125575
CC(C(=O)OCCN1CCN(CCOC(=O)C(C)c2cccc3ccccc23)CC1)c1cccc2ccccc12,1.987044318
CCCCOCC(C)OCC(C)OCC(C)O,2.130269074
O=C(O)CSc1cccc2cccc(CCl)c12,2.028162791
CN(C)C1CC(c2ccccc2)c2ccccc21,3.129869249
CC(=O)Nc1ccc(N)cc1,1.778674983
COC(C=Cc1ccccc1)OC,1.68278152
N/C(=N\Cc1ccccc1)N/C(N)=N/P(=O)(O)O,2.202867986
CC(=O)OCCOC(C)=O,1.328640897
O=C1CCCCCN1,1.860011909
C=C1C(C)(C)C2(Cl)C(Cl)(Cl)C(Cl)(Cl)C1(Cl)C2(Cl)Cl,4.012624242
C#CCBr,3.351128737
CC(C)=NOC(=O)Nc1ccccc1,2.096273333
Cc1cccc(C(=O)c2ccccc2)c1C,1.630824604
CCOC(=O)NCCOc1ccc(Oc2ccccc2)cc1,1.479016239
CCC=O,1.567297885
O=C(O)Cc1cc(O)ccc1Nc1c(Cl)cc(O)cc1Cl,2.516073732
CCCCC(C)(C)O[Si](OC(C)(C)CCCC)(OC(C)(C)CCCC)OC(C)(C)CCCC,1.68914996
O=C(O)c1ccc(Cl)cc1,2.126517142
CCOC(=O)CN(C)N=O,1.562726942
COc1ccc(CNCC(O)COc2ccc3[nH]c(=O)ccc3c2)cc1OC,2.408728272
CCOP(=O)(/N=C(/C)O)SC,2.595928097
O=C1NC(=O)C2C3C(C(O)(c4ccccc4)c4ccccn4)=CC(C3=C(c3ccccc3)c3ccccn3)C12,4.930763156
CCCOC(=O)C1c2cc3c(cc2CC(C)C1C(=O)OCCC)OCO3,2.383123294
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)N(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.826777532
C=C(Cl)c1ccc([N+](=O)[O-])cc1,2.412600135
COP(=S)(OC)Oc1ccc(C#N)cc1,2.600676591
C=CCc1ccc(OC)cc1,2.080957744
CCCSC(=O)N(CCC)CCC,2.135060044
CCN(N=O)C(C)C,2.023678873
O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,3.027539495
CC(c1ccc(C(F)(F)F)nc1)S(C)(=O)=NC#N,2.442904449
CC(C)C=O,1.343429675
CC(Cc1ccccc1)NN,3.645263296
O=c1[nH]c2ccc(Br)cc2o1,2.330450301
O=S1(=O)CCCCO1,2.435117812
OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1,2.60626788
CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,2.665930245
C=CC(=O)NC(C)(C)CS(=O)(=O)O,1.316453207
CC1(C)COC1=O,1.833190493
CC(C)COc1ccc2ccccc2c1,1.528585058
Oc1ccc2ccccc2c1,1.832548075
CC(CCN(C)C)N(C)C,2.284090685
O=C(O)C(F)(F)C(F)(F)F,1.966947371
CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(=O)OCC,1.596469537
CC(C)COC(=O)C(C)Oc1ccc(Oc2ccc(Cl)cc2)cc1,2.683470551
CCCCCCCC(=O)O,1.774654009
NNC(=O)OC1CC2CCC(C1)N2C(=O)Oc1ccccc1,1.609713904
CCCCC(CC)COC(=O)OOC(C)(C)C,1.516486014
CCCCCCCCCCCC,1.231273216
Nc1cccc(Cl)c1,2.589888329
OCCOCCOc1ccccc1,1.764217605
CN1C(C(=O)Nc2ccccn2)C(=O)c2sc(Cl)cc2S1(=O)=O,4.812186301
O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,2.041410757
N#CC(Br)(Br)C(N)=O,3.068661949
COc1ccccc1OC,2.089248662
COc1cccc(/C(O)=N/C2CC3CCC(C2)N3Cc2ccccc2)c1OC,3.41302363
Nc1ccc2ccc3cccc4ccc1c2c34,2.307617986
CCCCCN(C)N=O,3.035399717
NNC(=O)CSc1cc(Oc2ccccc2)ncn1,3.098991211
CCCCCCCc1ccccc1O,1.844651107
CN(Cc1ccccc1)N=O,3.921342487
CCN1CC2CN(C)CC(C1)C2OC(=O)c1ccc(Cl)cc1,2.925783184
CC(=O)CC(=O)Nc1ccccc1,1.784914006
CC(Cl)C(=O)O,2.132435806
CCCCCCCCCCCCCCCC(=O)OCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,3.301637583
CCOC(=O)CCCCCCCCC(=O)OCC,1.412178487
C#CCOc1cccc(O/C(O)=N/C)c1,3.13611361
O=[N+]([O-])C1(Br)COCOC1,2.668322416
C1CNCCN1,1.244998704
CCCCCCCC[Si](OCC)(OCC)OCC,1.441640713
CCCCCOC(C[n+]1ccccc1)c1ccc(C(C)C)cc1,3.096878048
O=C(C=Cc1ccccc1O)OC(=O)C=Cc1ccccc1O,2.312811826
N#CCCC(Br)(C#N)CBr,2.616904
CC[N+](C)(CC)CCO,1.5772521
Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,1.789093973
CC1(C)C2CCC1(C)C(OC(=O)CSC#N)C2,2.403750049
COc1c(Cl)cc2[nH]c(C(F)(F)F)nc2c1Cl,4.550046326
COc1cc(C=O)ccc1O,1.648116028
C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,2.661640504
CC(C#N)CCC#N,2.711783134
CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=O)n1ccnc1,2.371842202
CCCC(=O)Oc1ccc(OC)cc1,1.756837393
c1ccc2c(c1)CCCC2,1.664885132
ClCCN(Cc1ccccc1)Cc1ccccc1,2.034394471
CCCCOC(CBr)c1ccc(C2CCCC2)cc1,3.114330704
C=C(C)CNc1ccc(C(C)C(=O)O)cc1,2.600644255
CCOP(C)(=O)SCCN(C(C)C)C(C)C,7.427120798
CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])c(Cl)c1,3.813861088
CN1C(C(=O)Nc2ccccn2)=C(OC(=O)C(C)(C)C)c2sc(Cl)cc2S1(=O)=O,4.26797735
O=C1CSC2(CCN(CCCN3c4ccccc4Sc4ccc(Cl)cc43)CC2)N1,2.069591184
[O-][S+]1c2ccccc2N(CCCN2CCN(CCO)CC2)c2cc(Cl)ccc21,2.623226541
O=C(O)c1cc(Cl)ccc1O,2.83901774
O=C(CO)c1coc(=O)c2c(O)cccc12,2.944837859
O=C(Nc1ccc(O)cc1)c1ccccc1O,1.534076504
OC(CCl)CN1CCCN(CC(O)CCl)c2ccccc21,2.647720623
CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)NCCS(=O)(=O)O,2.085229399
COc1ccc(OC)cc1,1.584098684
Oc1ccc(-c2ccccc2)cc1CN1CCOCC1,4.032367297
